Price,Close,High,Low,Open,Volume
Ticker,AAPL,AAPL,AAPL,AAPL,AAPL
Date,,,,,
2015-01-02,24.347171783447266,24.817056961010813,23.906236257464577,24.805921564775062,212818400
2015-01-05,23.661272048950195,24.195738769154584,23.474209631341235,24.11556867617278,257142000
2015-01-06,23.663501739501953,23.92405371719302,23.30050886726034,23.725855884690617,263188400
2015-01-07,23.99531364440918,24.095525411574826,23.76148392232551,23.872831085408613,160423600
2015-01-08,24.91727066040039,24.975171667068338,24.206875140930833,24.324904573490937,237458000
2015-01-09,24.94399642944336,25.22013696775677,24.543145890743915,25.090973827617706,214798000
2015-01-12,24.329349517822266,25.082055554872014,24.229137773788054,25.075374998472732,198603200
2015-01-13,24.545368194580078,25.119919947298015,24.253639179396174,24.81482811759365,268367600
2015-01-14,24.45183753967285,24.6054954684306,24.162334237858946,24.282589377119052,195826400
2015-01-15,23.7882080078125,24.509737153556845,23.752577798886094,24.496376037587304,240056000
2015-01-16,23.60337257385254,23.957457457239105,23.427443841720255,23.834974890873916,314053200
2015-01-20,24.211322784423828,24.26699635532288,23.716941202996626,24.015350727484726,199599600
2015-01-21,24.396163940429688,24.732431147291503,24.111113777752077,24.262545986446522,194303600
2015-01-22,25.03084373474121,25.046432270318064,24.434022845619882,24.554277991079733,215185600
2015-01-23,25.16000747680664,25.331481372372586,24.837099661876888,25.008575256465825,185859200
2015-01-26,25.186729431152344,25.467324774353628,25.119922148786404,25.32925367236059,222460000
2015-01-27,24.30485725402832,25.04865714505575,24.280360743606824,25.035294330902254,382274800
2015-01-28,25.67888641357422,26.304658727958657,25.67888641357422,26.195537266963104,585908400
2015-01-29,26.478357315063477,26.542938877422472,25.734557337396886,25.90380551119899,337745600
2015-01-30,26.090864181518555,26.723315158061826,26.021827795358178,26.367004629092193,334982000
2015-02-02,26.418222427368164,26.53847754519396,25.85035301982822,26.289061033279026,250956400
2015-02-03,26.422683715820312,26.5206680698437,26.191081398907162,26.389279225097873,207662800
2015-02-04,26.625337600708008,26.836898265799185,26.346969645869482,26.38928211869235,280598800
2015-02-05,26.815372467041016,26.88020890532146,26.661106399900362,26.83325702823042,168984800
2015-02-06,26.58956527709961,26.884681883180647,26.482249372284485,26.833259287893966,174826400
2015-02-09,26.76618194580078,26.79300963629944,26.477772332843948,26.504601729070643,155559200
2015-02-10,27.280410766601562,27.309476384552394,26.864566036725588,26.866800541391996,248034000
2015-02-11,27.919816970825195,27.92876010234947,27.38771343809007,27.44807744371904,294247200
2015-02-12,28.273073196411133,28.501118868281466,28.074093138918936,28.18364355461352,297898000
2015-02-13,28.411684036254883,28.456397996121098,28.091974276599576,28.456397996121098,217088800
2015-02-17,28.579370498657227,28.814123106112927,28.3759180114318,28.503354702577536,252609600
2015-02-18,28.778350830078125,28.79176468009199,28.494411829441287,28.534655085211522,179566800
2015-02-19,28.717985153198242,28.847658056030365,28.691157453114794,28.724692078219103,149449600
2015-02-20,28.95273208618164,28.95273208618164,28.628551598396026,28.755986560261935,195793600
2015-02-23,29.735246658325195,29.735246658325195,28.988512711369705,29.068999229760315,283896400
2015-02-24,29.549667358398438,29.86937878589206,29.326094174107197,29.721819665510388,276912400
2015-02-25,28.793989181518555,29.422232701058835,28.65090247865047,29.413287863185527,298846800
2015-02-26,29.158411026000977,29.25901826539301,28.306597834916378,28.793985684682788,365150000
2015-02-27,28.720216751098633,29.19195637204718,28.671030370794497,29.06451800177105,248059200
2015-03-02,28.861061096191406,29.12711372722678,28.68443978436658,28.896833623875626,192386800
2015-03-03,28.921438217163086,28.957210758956393,28.6374992102969,28.83201027413717,151265200
2015-03-04,28.73810577392578,28.966151457782225,28.688922794522693,28.86330966704313,126665200
2015-03-05,28.261892318725586,28.78505284884034,28.116569380673152,28.747045809793374,226068400
2015-03-06,28.304367065429688,28.923664085179542,28.228352995409573,28.706797806067318,291368400
2015-03-09,28.425094604492188,28.968379218000308,27.960061970316634,28.60842454796339,354114000
2015-03-10,27.837100982666016,28.442984179863764,27.678364207523718,28.261890424764342,275426400
2015-03-11,27.329593658447266,27.895233709190794,27.30052974994993,27.89076299470218,275756000
2015-03-12,27.823686599731445,27.924295572360155,27.193210186359096,27.345240044477947,193450800
2015-03-13,27.631418228149414,28.036086986352874,27.405610464952957,27.812513727619166,207309200
2015-03-16,27.935470581054688,27.935470581054688,27.47043962268411,27.696247325940234,143497200
2015-03-17,28.402748107910156,28.46534834989362,28.0919814025432,28.147874719418244,204092400
2015-03-18,28.722450256347656,28.87671631544111,28.25294686148329,28.39379736822414,261083600
2015-03-19,28.505590438842773,28.896843640944535,28.483233454154103,28.785057011772604,183238000
2015-03-20,28.147869110107422,28.706800461745296,27.982425402730957,28.673265842885986,274780400
2015-03-23,28.44075584411621,28.583842602329987,28.286489739964697,28.42063506830273,150838800
2015-03-24,28.32449722290039,28.626319080943873,28.295431607056795,28.44522698955496,131369200
2015-03-25,27.584463119506836,28.353555537956826,27.584463119506836,28.290955309613835,206620800
2015-03-26,27.7767333984375,27.919820107445016,27.41007349338973,27.44584602350567,190291600
2015-03-27,27.555400848388672,27.879581352548946,27.479386768246194,27.85051744644654,158184800
2015-03-30,28.252946853637695,28.259653776948035,27.723077737654247,27.734257080323616,188398800
2015-03-31,27.819215774536133,28.27977606093801,27.803565717398058,28.19034643197974,168362400
2015-04-01,27.778976440429688,27.973485782887728,27.521866860599925,27.90641312528743,162485600
2015-04-02,28.0181941986084,28.071851290618618,27.765557089070754,27.953357763970626,128880400
2015-04-06,28.472042083740234,28.5078146087164,27.796851879229834,27.828151985720044,148776000
2015-04-07,28.172460556030273,28.64419845795688,28.16575363267385,28.53688427279769,140049200
2015-04-08,28.08080291748047,28.25966221925365,27.939952368700972,28.1366962360685,149316800
2015-04-09,28.295427322387695,28.299899742176528,27.870639551780606,28.13669053445155,129936000
2015-04-10,28.416152954101562,28.440746142192204,28.004779091000117,28.1590434367991,160752000
2015-04-13,28.360260009765625,28.744807891473478,28.30660291950022,28.700090522417373,145460400
2015-04-14,28.2372989654541,28.458635980331014,28.150105544268396,28.393799540472454,102098400
2015-04-15,28.3446102142334,28.42286049361547,28.172459599592838,28.261889221341562,115881600
2015-04-16,28.20823097229004,28.4161541219565,28.194817125772264,28.23282416139142,113476000
2015-04-17,27.890756607055664,28.2015232175618,27.82592017458435,28.069615848750885,207828000
2015-04-20,28.527938842773438,28.644196151623284,27.984655920179712,28.074085537763946,188217200
2015-04-21,28.373680114746094,28.66208808728349,28.32002131014193,28.63973281062438,129740400
2015-04-22,28.755985260009766,28.81187856266813,28.241767898989742,28.391561540739385,150618000
2015-04-23,28.990739822387695,29.158419741982218,28.6486730593314,28.684445594261174,183083600
2015-04-24,29.127126693725586,29.2053787064382,28.89237406704527,29.17407858364466,178103600
2015-04-27,29.656972885131836,29.76429043855146,29.32161320646941,29.580958843384234,387816800
2015-04-28,29.18971061706543,30.07953082016312,28.968375376597475,30.06164796981582,475696000
2015-04-29,28.760461807250977,29.420002190988367,28.68444772347529,29.100294091395785,253544400
2015-04-30,27.980182647705078,28.760452535661727,27.852746008665008,28.760452535661727,332781600
2015-05-01,28.82976722717285,29.093585411624098,28.01372630505881,28.192583865007375,234050400
2015-05-04,28.77387046813965,29.19195467644049,28.67549771324533,28.952729712360554,203953200
2015-05-05,28.125516891479492,28.717984668028148,28.12104447105538,28.650912007495393,197085600
2015-05-06,27.94888687133789,28.3379037709446,27.579990741458065,28.295424316105823,288564000
2015-05-07,28.12175941467285,28.305855165468646,27.843369381486465,28.011749704026023,175763600
2015-05-08,28.65159797668457,28.65159797668457,28.312591761200302,28.440560745305138,222201600
2015-05-11,28.359743118286133,28.63813150467534,28.204832636679527,28.599965700261823,168143200
2015-05-12,28.258712768554688,28.485463734183547,28.022979599425668,28.19809488490279,192640000
2015-05-13,28.290143966674805,28.55506244892396,28.258713105463332,28.321574827886273,138776800
2015-05-14,28.950193405151367,28.950193405151367,28.548327154248955,28.604453936122344,180814000
2015-05-15,28.909778594970703,29.071423971906423,28.784055174177652,28.977131406311635,152832000
2015-05-18,29.22857666015625,29.3475651359222,28.81772830157141,28.822219402271852,203531600
2015-05-19,29.201641082763672,29.38349129151326,29.105101245283976,29.340834393025016,178532800
2015-05-20,29.19939613342285,29.405942277366577,29.037750729343962,29.18592625403409,145819600
2015-05-21,29.497987747192383,29.55187068447452,29.147757219124706,29.201640156406842,158921600
2015-05-22,29.756168365478516,29.852708196078495,29.50023041849455,29.545134577307383,182384000
2015-05-26,29.100616455078125,29.83924691647525,28.988362877114444,29.76965024625094,282790400
2015-05-27,29.643922805786133,29.693314653221094,29.197155766316158,29.262261333003735,183332800
2015-05-28,29.585554122924805,29.62371993013924,29.432890894067047,29.603515107327038,122933200
2015-05-29,29.2487850189209,29.51145791757501,29.163471223805256,29.462066081003485,203538000
2015-06-01,29.30716323852539,29.4979956953256,29.197156922279955,29.24879261002184,128451200
2015-06-02,29.17694091796875,29.334095185024058,29.033256527274453,29.154488840229664,134670400
2015-06-03,29.212854385375977,29.39695179896541,29.163462563471764,29.334090103033777,123934000
2015-06-04,29.042245864868164,29.3161448695058,28.94121832971334,29.091637713291824,153800400
2015-06-05,28.882841110229492,29.116330445490785,28.817735549376167,29.073673542373417,142507200
2015-06-08,28.69200897216797,29.008564815344652,28.474236804227125,28.938964734550975,210699200
2015-06-09,28.606693267822266,28.75486877079605,28.20258152970438,28.445047887433837,224301600
2015-06-10,28.93447494506836,29.03774628839276,28.70323120285528,28.718946630689842,156349200
2015-06-11,28.869367599487305,29.226333071667487,28.844671681088936,29.001825968302864,141563600
